50,0.00325077,0.0678354,0.0373547,0.102816,0.0491407,0.0232265,0.0155885,0.0201362,0.0455646,0.00290171,0.00651894,0.00335758,0.000508633,0.0259541,0.00174934,0.00115539,0.00628549,0.00220965,0.0301389,0.00177879,0.00136382,0.000440494,0.000453631,0.000653333,0.0090825,0.00113818,0.0211989,0.0907079,0.00138332,6.04124e-05,8.98078e-05,0.00137325,0.00233105,0.00146037,0.00831007,0.0133972,0.00596628,0.000156869,0.000654964,0.0117614,0.0345537,0.0267612,0.0138912,0.0130211,0.00189075,0.000649892,0.00138971,0.00110273,3.5092e-06,0.000406422,0.00078286,0.0178719,2.83245e-318
100,0.0126215,0.16416,0.112712,0.267922,0.14968,0.0811262,0.0580151,0.0768766,0.139467,0.0154075,0.0303437,0.0172869,0.00232356,0.0849833,0.0080391,0.00480626,0.0229533,0.0105968,0.0927508,0.0087536,0.00699004,0.00255678,0.00270491,0.00375622,0.0384497,0.0057931,0.0827338,0.25048,0.00745792,0.000403096,0.000574327,0.00782127,0.0116566,0.00785085,0.0341198,0.0539911,0.0270161,0.000976122,0.00357144,0.0437775,0.121887,0.0998081,0.0573239,0.0515765,0.00801523,0.00239457,0.00473171,0.00525875,2.4453e-05,0.00189996,0.00370769,0.0630118,7.29523e-319
150,0.0295097,0.267228,0.210245,0.435109,0.274078,0.168594,0.128007,0.169805,0.257588,0.0452113,0.079554,0.0496307,0.00650991,0.167977,0.0219615,0.012207,0.0504955,0.0296086,0.174809,0.0250452,0.020595,0.00842447,0.00904034,0.0121519,0.0943593,0.0169433,0.184551,0.423107,0.0228019,0.0015401,0.00215283,0.024685,0.0333568,0.0240922,0.0824791,0.126592,0.0703498,0.00349626,0.0112053,0.0974867,0.24996,0.214263,0.134996,0.119534,0.0205522,0.00520387,0.00971962,0.0148891,9.58681e-05,0.00530974,0.0102776,0.129887,3.12022e-319
200,0.0541468,0.367836,0.31382,0.574475,0.396056,0.272359,0.218214,0.285829,0.376824,0.0970335,0.15503,0.104816,0.014399,0.262343,0.0461401,0.0244958,0.0871782,0.0626758,0.263534,0.0541639,0.0455408,0.0206038,0.0222603,0.0290567,0.175489,0.0371876,0.311083,0.572986,0.051789,0.00437572,0.00603224,0.0569816,0.0714848,0.0550053,0.152554,0.225751,0.137823,0.00931543,0.0263105,0.168725,0.393063,0.349787,0.239497,0.211677,0.0412547,0.00880706,0.0158711,0.0323759,0.000278989,0.0115198,0.0218245,0.206726,1.70048e-319
250,0.0860456,0.461781,0.412917,0.680779,0.501693,0.379228,0.318237,0.408547,0.484547,0.170428,0.250718,0.181846,0.0274969,0.358378,0.0821061,0.0426417,0.13048,0.11115,0.350846,0.0979205,0.0837934,0.0415224,0.0449563,0.057138,0.274532,0.0679629,0.442807,0.689345,0.0970853,0.0102183,0.0138791,0.107418,0.127348,0.103537,0.238763,0.33985,0.225584,0.0204014,0.0511841,0.250525,0.52885,0.484952,0.357262,0.317629,0.0712807,0.0129443,0.0229444,0.0595512,0.000671225,0.0213756,0.0393119,0.283429,1.0701e-319
300,0.124274,0.54696,0.502431,0.759139,0.587528,0.479929,0.418565,0.524744,0.576598,0.260228,0.356849,0.27499,0.0472826,0.450137,0.129976,0.0673448,0.17795,0.173984,0.432524,0.15594,0.135397,0.0728478,0.0788057,0.0977477,0.381599,0.10925,0.564553,0.774783,0.158777,0.0206661,0.0275908,0.175392,0.199174,0.169634,0.333301,0.456233,0.32599,0.0387317,0.0870412,0.335581,0.644808,0.605248,0.474866,0.426323,0.111052,0.0174758,0.0310045,0.0973226,0.00141119,0.0355826,0.0632181,0.354247,7.40901e-320
350,0.167619,0.622406,0.580731,0.816609,0.65558,0.569527,0.51244,0.626597,0.653196,0.358687,0.463497,0.376077,0.0749479,0.534437,0.188474,0.0989301,0.227582,0.248117,0.506625,0.225833,0.198545,0.115073,0.124139,0.150572,0.48734,0.159741,0.668119,0.836057,0.234368,0.0373773,0.0489454,0.257249,0.282751,0.250202,0.428564,0.564803,0.430259,0.0658798,0.133733,0.41786,0.737175,0.704268,0.582566,0.528964,0.160182,0.0223871,0.0403261,0.145515,0.00267912,0.0546125,0.0934931,0.417132,5.49302e-320
400,0.214726,0.68791,0.64798,0.859126,0.709591,0.646347,0.596088,0.711127,0.716178,0.457886,0.562932,0.476958,0.111153,0.609811,0.255235,0.137279,0.277887,0.329278,0.572426,0.303829,0.270096,0.167415,0.179885,0.21375,0.584785,0.21728,0.751228,0.879769,0.319481,0.0617788,0.0792332,0.34741,0.372582,0.340003,0.518651,0.659443,0.530653,0.10267,0.189838,0.493296,0.807474,0.78152,0.675111,0.620118,0.217503,0.027757,0.051273,0.202932,0.00469172,0.0786389,0.129595,0.472197,4.288e-320
450,0.264229,0.743824,0.705122,0.890998,0.753131,0.710682,0.668119,0.778632,0.767707,0.551434,0.650466,0.571192,0.15587,0.675825,0.32726,0.181819,0.327833,0.412879,0.629897,0.385601,0.346278,0.228013,0.243839,0.284323,0.669887,0.27935,0.815282,0.911084,0.408892,0.0947886,0.118975,0.439789,0.463094,0.432984,0.599868,0.73778,0.621679,0.148995,0.253024,0.559791,0.859464,0.839671,0.750962,0.697477,0.281208,0.0337232,0.0642045,0.26757,0.00769177,0.107512,0.170588,0.520451,3.48465e-320
500,0.31485,0.790883,0.753364,0.915201,0.788965,0.763788,0.728704,0.831146,0.809783,0.635193,0.724211,0.654724,0.208341,0.732674,0.401389,0.231574,0.376731,0.494762,0.679431,0.467005,0.423353,0.294307,0.313122,0.358841,0.741173,0.343485,0.863351,0.933708,0.497527,0.136621,0.167798,0.528977,0.549544,0.523527,0.670524,0.800155,0.700337,0.203821,0.320513,0.616812,0.897287,0.882476,0.811006,0.760998,0.349068,0.0404562,0.0794151,0.336936,0.0119337,0.14078,0.21529,0.563071,2.92437e-320
