0.50000D+02,0.30073D-02,0.61998D-01,0.32624D-01,0.89455D-01,0.46187D-01,0.18040D-01,0.11644D-01,0.17095D-01,0.36585D-01,0.20146D-02,0.50542D-02,0.23979D-02,0.41428D-03,0.22252D-01,0.12851D-02,0.12077D-02,0.57445D-02,0.16010D-02,0.26341D-01,0.12455D-02,0.91923D-03,0.24848D-03,0.27428D-03,0.41535D-03,0.63371D-02,0.53368D-03,0.15556D-01,0.82745D-01,0.98835D-03,0.27148D-04,0.32053D-04,0.80588D-03,0.14931D-02,0.96755D-03,0.58233D-02,0.10332D-01,0.41941D-02,0.79671D-04,0.27031D-03,0.79670D-02,0.25077D-01,0.18771D-01,0.10796D-01,0.96140D-02,0.14634D-02,0.66665D-03,0.14417D-02,0.79588D-03,0.48874D-07,0.39575D-03,0.84592D-03,0.18811D-01
0.10000D+03,0.11948D-01,0.15500D+00,0.10559D+00,0.25232D+00,0.15252D+00,0.69351D-01,0.47858D-01,0.70721D-01,0.12362D+00,0.11926D-01,0.25966D-01,0.13763D-01,0.19289D-02,0.78619D-01,0.63130D-02,0.50850D-02,0.22564D-01,0.83507D-02,0.86702D-01,0.66842D-02,0.51537D-02,0.15840D-02,0.17913D-02,0.26120D-02,0.29991D-01,0.32453D-02,0.68185D-01,0.24201D+00,0.59090D-02,0.20673D-03,0.27225D-03,0.52389D-02,0.83675D-02,0.58346D-02,0.26444D-01,0.46091D-01,0.21166D-01,0.59450D-03,0.17789D-02,0.32658D-01,0.10075D+00,0.80195D-01,0.49177D-01,0.42109D-01,0.64441D-02,0.26390D-02,0.51881D-02,0.40717D-02,0.57491D-06,0.18989D-02,0.40731D-02,0.71048D-01
0.15000D+03,0.27931D-01,0.25665D+00,0.20486D+00,0.42690D+00,0.29138D+00,0.15362D+00,0.11324D+00,0.16461D+00,0.24242D+00,0.38196D-01,0.73188D-01,0.43023D-01,0.54501D-02,0.16215D+00,0.18188D-01,0.12806D-01,0.51885D-01,0.24976D-01,0.16891D+00,0.20538D-01,0.16404D-01,0.56775D-02,0.64897D-02,0.91351D-02,0.80069D-01,0.10872D-01,0.16518D+00,0.42084D+00,0.19599D-01,0.89028D-03,0.12336D-02,0.18382D-01,0.26165D-01,0.19627D-01,0.69055D-01,0.11622D+00,0.59914D-01,0.24119D-02,0.64674D-02,0.78261D-01,0.22641D+00,0.18976D+00,0.12420D+00,0.10500D+00,0.16922D-01,0.59177D-02,0.10790D-01,0.12198D-01,0.35526D-05,0.53539D-02,0.11320D-01,0.15154D+00
0.20000D+03,0.50869D-01,0.35789D+00,0.31249D+00,0.57403D+00,0.42815D+00,0.25886D+00,0.20277D+00,0.28642D+00,0.36712D+00,0.87859D-01,0.15023D+00,0.97039D-01,0.12181D-01,0.25898D+00,0.39955D-01,0.25312D-01,0.91867D-01,0.55903D-01,0.25865D+00,0.47128D-01,0.38766D-01,0.14982D-01,0.17168D-01,0.23376D-01,0.15872D+00,0.26520D-01,0.29485D+00,0.57808D+00,0.47483D-01,0.28120D-02,0.39630D-02,0.46210D-01,0.60161D-01,0.48258D-01,0.13554D+00,0.21823D+00,0.12517D+00,0.70484D-02,0.17092D-01,0.14348D+00,0.37880D+00,0.33144D+00,0.23137D+00,0.19615D+00,0.34643D-01,0.10023D-01,0.17278D-01,0.27812D-01,0.15352D-04,0.11646D-01,0.23989D-01,0.24372D+00
0.25000D+03,0.80366D-01,0.45426D+00,0.41613D+00,0.68466D+00,0.54287D+00,0.37047D+00,0.30605D+00,0.41771D+00,0.48126D+00,0.16283D+00,0.25186D+00,0.17693D+00,0.23667D-01,0.35786D+00,0.73860D-01,0.43448D-01,0.13922D+00,0.10378D+00,0.34710D+00,0.89504D-01,0.75491D-01,0.32335D-01,0.36954D-01,0.48754D-01,0.26049D+00,0.52661D-01,0.43622D+00,0.70051D+00,0.93657D-01,0.72021D-02,0.10124D-01,0.93294D-01,0.11339D+00,0.96395D-01,0.22192D+00,0.34052D+00,0.21520D+00,0.16595D-01,0.36610D-01,0.22292D+00,0.53033D+00,0.48056D+00,0.35687D+00,0.30597D+00,0.61080D-01,0.14415D-01,0.23960D-01,0.53256D-01,0.52111D-04,0.21657D-01,0.43132D-01,0.33261D+00
0.30000D+03,0.11596D+00,0.54292D+00,0.50974D+00,0.76444D+00,0.63114D+00,0.47719D+00,0.41213D+00,0.54264D+00,0.57882D+00,0.25889D+00,0.36707D+00,0.27745D+00,0.41683D-01,0.45213D+00,0.12078D+00,0.67968D-01,0.19063D+00,0.16859D+00,0.43014D+00,0.14844D+00,0.12796D+00,0.60337D-01,0.68528D-01,0.87745D-01,0.37512D+00,0.90377D-01,0.57019D+00,0.79048D+00,0.15932D+00,0.15778D-01,0.21874D-01,0.16091D+00,0.18555D+00,0.16549D+00,0.32027D+00,0.46816D+00,0.32264D+00,0.33409D-01,0.67369D-01,0.30927D+00,0.66202D+00,0.61669D+00,0.48495D+00,0.42214D+00,0.97293D-01,0.18745D-01,0.30658D-01,0.90061D-01,0.14800D-03,0.36193D-01,0.69381D-01,0.41034D+00
0.35000D+03,0.15697D+00,0.62206D+00,0.59141D+00,0.82190D+00,0.69695D+00,0.57262D+00,0.51258D+00,0.65161D+00,0.65960D+00,0.36743D+00,0.48366D+00,0.38912D+00,0.67969D-01,0.53855D+00,0.18001D+00,0.99430D-01,0.24340D+00,0.24765D+00,0.50592D+00,0.22218D+00,0.19526D+00,0.10070D+00,0.11340D+00,0.14114D+00,0.49132D+00,0.13913D+00,0.68501D+00,0.85483D+00,0.24222D+00,0.30570D-01,0.41529D-01,0.24642D+00,0.27303D+00,0.25296D+00,0.42172D+00,0.58807D+00,0.43733D+00,0.59643D-01,0.11044D+00,0.39534D+00,0.76613D+00,0.72883D+00,0.60322D+00,0.53375D+00,0.14370D+00,0.22893D-01,0.37600D-01,0.13860D+00,0.36583D-03,0.55876D-01,0.10285D+00,0.47519D+00
0.40000D+03,0.20242D+00,0.69086D+00,0.66119D+00,0.86396D+00,0.74646D+00,0.65436D+00,0.60239D+00,0.74090D+00,0.72558D+00,0.47850D+00,0.59182D+00,0.50155D+00,0.10387D+00,0.61570D+00,0.24941D+00,0.13806D+00,0.29574D+00,0.33632D+00,0.57362D+00,0.30686D+00,0.27437D+00,0.15378D+00,0.17147D+00,0.20779D+00,0.59976D+00,0.19705D+00,0.77641D+00,0.90021D+00,0.33724D+00,0.53592D-01,0.71090D-01,0.34406D+00,0.37000D+00,0.35285D+00,0.51881D+00,0.69181D+00,0.54931D+00,0.96761D-01,0.16532D+00,0.47558D+00,0.84301D+00,0.81448D+00,0.70445D+00,0.63344D+00,0.19989D+00,0.26913D-01,0.45244D-01,0.19803D+00,0.80850D-03,0.81044D-01,0.14308D+00,0.52872D+00
0.45000D+03,0.25106D+00,0.74938D+00,0.72004D+00,0.89536D+00,0.78498D+00,0.72244D+00,0.67951D+00,0.81081D+00,0.77910D+00,0.58347D+00,0.68563D+00,0.60614D+00,0.15000D+00,0.68318D+00,0.32581D+00,0.18366D+00,0.34659D+00,0.42906D+00,0.63296D+00,0.39739D+00,0.36092D+00,0.21848D+00,0.24101D+00,0.28484D+00,0.69441D+00,0.26143D+00,0.84525D+00,0.93184D+00,0.43772D+00,0.86447D-01,0.11179D+00,0.44655D+00,0.46975D+00,0.45748D+00,0.60659D+00,0.77586D+00,0.65091D+00,0.14518D+00,0.23007D+00,0.54670D+00,0.89701D+00,0.87634D+00,0.78611D+00,0.71769D+00,0.26455D+00,0.30964D-01,0.54151D-01,0.26641D+00,0.16289D-02,0.11168D+00,0.18910D+00,0.57345D+00
0.50000D+03,0.30156D+00,0.79827D+00,0.76919D+00,0.91920D+00,0.81621D+00,0.77814D+00,0.74388D+00,0.86375D+00,0.82232D+00,0.67647D+00,0.76285D+00,0.69734D+00,0.20602D+00,0.74118D+00,0.40559D+00,0.23553D+00,0.39545D+00,0.52053D+00,0.68406D+00,0.48853D+00,0.45002D+00,0.29233D+00,0.31897D+00,0.36832D+00,0.77268D+00,0.32939D+00,0.89497D+00,0.95366D+00,0.53693D+00,0.12996D+00,0.16374D+00,0.54676D+00,0.56609D+00,0.55930D+00,0.68266D+00,0.84048D+00,0.73765D+00,0.20411D+00,0.30179D+00,0.60750D+00,0.93356D+00,0.91915D+00,0.84893D+00,0.78595D+00,0.33559D+00,0.35268D-01,0.64903D-01,0.34104D+00,0.30354D-02,0.14739D+00,0.23951D+00,0.61170D+00
