0.0,0.0249536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0025,0.0505256,1.27472e-06,1.55992e-06,1.41048e-08,1.54208e-06,1.1584e-08,1.08832e-08,8.16256e-11,8.18688e-11,7.6352e-11,4.332928e-10,8.15936e-11,4.713984e-10,4.244096e-10,2.439916030925196e-08,8.634990527878757e-09,8.042086938712815e-09,3.100660488454252e-09,8.072295325380165e-09,3.125083201064974e-09,2.961753110439814e-09,1.444165685320772e-09,
0.005,0.0796848,8.3984e-06,1.03184e-05,1.34224e-07,1.02008e-05,1.10512e-07,1.0424e-07,1.172672e-09,1.096576e-09,1.0256e-09,5.408896e-09,1.095552e-09,5.860032e-09,5.29632e-09,2.6782550816650454e-07,9.927295069376888e-08,9.274486713429933e-08,3.7423583021862676e-08,9.310327172187803e-08,3.767293021350673e-08,3.576826583380267e-08,1.8132712098714866e-08,
0.0075,0.111328,3.0916e-05,3.81704e-05,6.87824e-07,3.77352e-05,5.6744e-07,5.37632e-07,8.81344e-09,7.71136e-09,7.23328e-09,3.561664e-08,7.72352e-09,3.842688e-08,3.486272e-08,1.5594695612103836e-06,6.037069274486713e-07,5.658184424760638e-07,2.383288106087758e-07,5.680200706569044e-07,2.396190671240592e-07,2.279197173723824e-07,1.1985561415186116e-07,
0.01,0.144648,8.3944e-05,0.000104224,2.51824e-06,0.000103032,2.08064e-06,1.98112e-06,4.612032e-08,3.787776e-08,3.563648e-08,1.645376e-07,3.804032e-08,1.767808e-07,1.609856e-07,6.402641953817009e-06,2.5825098561261584e-06,2.4278326762582563e-06,1.0651272336285905e-06,2.4378680047104603e-06,1.069530489990272e-06,1.0192002457631458e-06,5.548103015718602e-07,
0.0125,0.179016,0.00018752,0.000234344,7.37952e-06,0.000231624,6.1032e-06,5.84256e-06,1.887232e-07,1.459392e-07,1.377344e-07,5.985536e-07,1.469824e-07,6.40448e-07,5.853888e-07,2.0798730223746863e-05,8.721007628897651e-06,8.223849265270595e-06,3.749679995903948e-06,8.259177717474785e-06,3.760073728943731e-06,3.5898827504992065e-06,2.0193026470738827e-06,
0.015,0.213952,0.000365088,0.000459504,1.83944e-05,0.000454088,1.52216e-05,1.46552e-05,6.43136e-07,4.696512e-07,4.446784e-07,1.82528e-06,4.744256e-07,1.94496e-06,1.784256e-06,5.6883928114279865e-05,2.4742204700220165e-05,2.3404331575444166e-05,1.1069069684091957e-05,2.3509804925503046e-05,1.1084429880702474e-05,1.060314372023962e-05,6.151758742511905e-06,
0.0175,0.249088,0.000641392,0.00081352,4.04976e-05,0.00080376,3.3516e-05,3.24608e-05,1.898816e-06,1.312896e-06,1.247296e-06,4.8512e-06,1.330432e-06,5.148032e-06,4.739968e-06,0.00013614766269008242,6.131278480364549e-05,5.8179304695100103e-05,2.848906866007885e-05,5.845066816855256e-05,2.8487020633864114e-05,2.730377348830065e-05,1.6314576826583382e-05,
0.02,0.284104,0.0010404,0.00133064,8.0768e-05,0.00131432,6.68232e-05,6.51232e-05,4.988992e-06,3.274624e-06,3.121792e-06,1.153984e-05,3.329472e-06,1.21952e-05,1.126912e-05,0.00029276022733090983,0.00013626542419742976,0.00012969126004812862,6.564948031334801e-05,0.0001303312682402335,6.554195893707439e-05,6.294608570989708e-05,3.8679023091495574e-05,
0.0225,0.318768,0.00158352,0.00204296,0.000148576,0.00201744,0.00012284,0.000120488,1.18944e-05,7.42912e-06,7.10848e-06,2.504128e-05,7.58016e-06,2.635264e-05,2.444096e-05,0.0005763657774819519,0.00027679074292150937,0.0002642414622907173,0.00013804720700424965,0.000265618759920127,0.00013760688136808151,0.00013243049511033742,8.356970969228406e-05,
