0.01,0.0253884,0.0457096,0.0138559,0.00139102,0.00233878,0.00491624,0.00519411,0.00255989,-2.36147e-08,-4.7644e-07
0.02,0.0691706,0.0991758,0.0456881,0.00590847,0.0108955,0.0224869,0.0235459,0.0118018,-1.90967e-07,-2.78908e-06
0.03,0.119856,0.146913,0.0894556,0.0144935,0.0280032,0.0563807,0.0585769,0.0300475,-7.95155e-07,-8.82354e-06
0.04,0.17055,0.186863,0.137417,0.027082,0.0532345,0.103715,0.107044,0.0566354,-2.30105e-06,-2.01677e-05
0.05,0.218544,0.220166,0.184575,0.0429573,0.0845232,0.157931,0.162116,0.0892338,-5.24704e-06,-3.75315e-05
0.06,0.263339,0.248418,0.228899,0.0611856,0.119697,0.212675,0.217366,0.125498,-1.01079e-05,-6.06996e-05
0.07,0.30521,0.272951,0.270081,0.0809055,0.157209,0.263827,0.268743,0.16382,-1.71919e-05,-8.88388e-05
0.08,0.344503,0.294744,0.308433,0.101445,0.196114,0.309615,0.31459,0.203266,-2.66064e-05,-0.000120872
0.09,0.381422,0.314484,0.344314,0.122327,0.23577,0.349856,0.354814,0.243239,-3.82817e-05,-0.000155745
0.1,0.416031,0.332653,0.377951,0.143225,0.2756,0.385134,0.390057,0.283219,-5.20248e-05,-0.000192558
0.11,0.448326,0.349591,0.409442,0.163913,0.31501,0.416257,0.421155,0.322662,-6.75746e-05,-0.000230588
0.12,0.478295,0.365543,0.438819,0.184229,0.353407,0.443985,0.448875,0.361017,-8.46462e-05,-0.000269272
0.13,0.505959,0.380688,0.466103,0.204052,0.390258,0.468937,0.473837,0.397781,-0.000102959,-0.000308168
0.14,0.531381,0.395158,0.491331,0.223289,0.425138,0.491589,0.496511,0.432552,-0.000122249,-0.000346922
0.15,0.554669,0.409056,0.514576,0.241872,0.45776,0.512296,0.517252,0.465057,-0.000142281,-0.000385246
0.16,0.575959,0.422458,0.535938,0.259752,0.487971,0.53133,0.536325,0.495151,-0.000162843,-0.000422906
0.17,0.59541,0.435426,0.555543,0.2769,0.515737,0.5489,0.553938,0.522804,-0.000183749,-0.00045971
0.18,0.613189,0.448008,0.573529,0.293304,0.541117,0.565177,0.570259,0.548077,-0.000204839,-0.000495508
0.19,0.62946,0.460241,0.590042,0.308965,0.564234,0.580299,0.585425,0.571094,-0.000225975,-0.000530186
0.2,0.644382,0.472156,0.605225,0.323898,0.585253,0.594386,0.599554,0.592018,-0.000247039,-0.000563663
0.21,0.658102,0.483779,0.619214,0.338126,0.604358,0.607542,0.61275,0.611034,-0.000267934,-0.000595887
0.22,0.670754,0.495129,0.632135,0.351679,0.62174,0.619857,0.625103,0.628329,-0.000288579,-0.000626835
0.23,0.682458,0.506222,0.644104,0.364589,0.637584,0.631411,0.636691,0.644089,-0.000308912,-0.000656501
0.24,0.693319,0.517072,0.655224,0.376894,0.652061,0.642274,0.647586,0.658486,-0.000328884,-0.0006849
0.25,0.70343,0.527691,0.665586,0.38863,0.665332,0.652511,0.657852,0.671677,-0.000348458,-0.000712058
0.26,0.712872,0.538087,0.675271,0.399834,0.677535,0.662176,0.667543,0.683803,-0.000367609,-0.000738014
0.27,0.721716,0.548269,0.684348,0.410541,0.688798,0.67132,0.67671,0.694989,-0.00038632,-0.000762813
0.28,0.730022,0.558243,0.69288,0.420784,0.699227,0.679987,0.685398,0.705343,-0.000404582,-0.000786503
0.29,0.737843,0.568016,0.700919,0.430596,0.70892,0.688217,0.693646,0.714962,-0.000422394,-0.000809138
0.3,0.745227,0.577591,0.708513,0.440006,0.717956,0.696044,0.70149,0.723926,-0.000439758,-0.000830769
0.31,0.752212,0.586975,0.715702,0.449042,0.726408,0.703501,0.708961,0.732307,-0.000456678,-0.000851451
0.32,0.758835,0.596169,0.722522,0.457727,0.734336,0.710614,0.716087,0.740165,-0.000473165,-0.000871235
0.33,0.765126,0.605179,0.729005,0.466086,0.741793,0.717411,0.722895,0.747554,-0.000489228,-0.000890172
0.34,0.771112,0.614006,0.735178,0.47414,0.748826,0.723912,0.729406,0.75452,-0.00050488,-0.00090831
0.35,0.776817,0.622655,0.741065,0.481907,0.755474,0.73014,0.735642,0.761102,-0.000520135,-0.000925695
0.36,0.782264,0.631128,0.746689,0.489405,0.761771,0.736111,0.74162,0.767336,-0.000535004,-0.000942371
0.37,0.78747,0.639428,0.752068,0.496651,0.767749,0.741843,0.747358,0.773251,-0.000549503,-0.000958379
0.38,0.792452,0.647557,0.75722,0.503659,0.773433,0.747352,0.75287,0.778874,-0.000563645,-0.000973758
0.39,0.797228,0.655518,0.76216,0.510442,0.778849,0.75265,0.758171,0.784229,-0.000577443,-0.000988544
0.4,0.801809,0.663313,0.766904,0.517013,0.784016,0.757751,0.763274,0.789337,-0.000590911,-0.00100277
0.41,0.806208,0.670945,0.771462,0.523383,0.788953,0.762666,0.768189,0.794216,-0.00060406,-0.00101647
0.42,0.810438,0.678415,0.775847,0.529563,0.793676,0.767406,0.772928,0.798883,-0.000616905,-0.00102967
0.43,0.814508,0.685728,0.78007,0.535562,0.798202,0.77198,0.777501,0.803353,-0.000629456,-0.00104241
0.44,0.818427,0.692884,0.784139,0.541389,0.802543,0.776398,0.781915,0.807639,-0.000641725,-0.00105469
0.45,0.822205,0.699886,0.788064,0.547053,0.806711,0.780668,0.78618,0.811754,-0.000653721,-0.00106656
0.46,0.82585,0.706737,0.791854,0.55256,0.810718,0.784798,0.790304,0.815708,-0.000665457,-0.00107803
0.47,0.829368,0.713439,0.795514,0.557918,0.814573,0.788794,0.794293,0.819511,-0.000676941,-0.00108913
0.48,0.832766,0.719994,0.799053,0.563134,0.818286,0.792664,0.798155,0.823173,-0.000688182,-0.00109987
0.49,0.836052,0.726406,0.802476,0.568214,0.821865,0.796413,0.801895,0.826702,-0.00069919,-0.00111027
0.5,0.839229,0.732675,0.805789,0.573163,0.825318,0.800048,0.805519,0.830105,-0.000709973,-0.00112034
0.51,0.842305,0.738806,0.808999,0.577988,0.828651,0.803574,0.809033,0.83339,-0.000720537,-0.00113012
0.52,0.845284,0.744801,0.812109,0.582692,0.831872,0.806996,0.812442,0.836563,-0.000730892,-0.0011396
0.53,0.848171,0.750661,0.815125,0.587281,0.834986,0.810318,0.81575,0.83963,-0.000741045,-0.00114881
0.54,0.850969,0.756391,0.818052,0.591759,0.837999,0.813545,0.818962,0.842596,-0.000751001,-0.00115775
0.55,0.853684,0.761991,0.820892,0.596131,0.840916,0.816682,0.822082,0.845467,-0.000760767,-0.00116645
0.56,0.856319,0.767466,0.823651,0.6004,0.843742,0.819731,0.825114,0.848248,-0.000770349,-0.0011749
0.57,0.858877,0.772817,0.826332,0.60457,0.846482,0.822698,0.828063,0.850942,-0.000779754,-0.00118313
0.58,0.861363,0.778047,0.828939,0.608645,0.849139,0.825585,0.83093,0.853555,-0.000788986,-0.00119114
0.59,0.863778,0.783158,0.831473,0.612628,0.851717,0.828395,0.83372,0.85609,-0.000798051,-0.00119894
0.6,0.866127,0.788154,0.83394,0.616523,0.85422,0.831132,0.836437,0.85855,-0.000806953,-0.00120654
0.61,0.868411,0.793037,0.836341,0.620331,0.856652,0.833799,0.839081,0.860939,-0.000815698,-0.00121395
0.62,0.870634,0.797809,0.838679,0.624057,0.859016,0.836398,0.841658,0.863261,-0.00082429,-0.00122118
0.63,0.872798,0.802473,0.840956,0.627703,0.861314,0.838932,0.844169,0.865517,-0.000832733,-0.00122823
0.64,0.874906,0.807031,0.843176,0.631271,0.86355,0.841403,0.846616,0.867712,-0.000841031,-0.00123512
0.65,0.876959,0.811486,0.84534,0.634764,0.865726,0.843815,0.849003,0.869847,-0.000849188,-0.00124184
0.66,0.878961,0.815841,0.847451,0.638185,0.867844,0.846168,0.851331,0.871926,-0.000857207,-0.00124841
